#segment,parent,loopcount,isgroup,islandmark,field,Desc,min,max,align
E2CUCFG,,1,no,no,kbprofile,Knowledge-Base Profile,30,30,-
E2CUCFG,,1,no,no,kblanguage,Configuration Language,1,1,-
E2CUCFG,,1,no,no,cbase_id,Instance Number (Persistent),32,32,-
E2CUCFG,,1,no,no,cbase_id_type,Type of Instance Number (Persistent),1,1,-
E2CUINS,,1,no,yes,landmark,landmark,7,7,-
E2CUINS,,1,no,no,segnam,Segment (external name),23,23,-
E2CUINS,,1,no,no,mandt,Client,3,3,-
E2CUINS,,1,no,no,docnum,IDoc number,16,16,-
E2CUINS,,1,no,no,segnum,Segment Number,6,6,-
E2CUINS,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2CUINS,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2CUINS,,1,no,no,inst_id,Character field 8 characters long,8,8,-
E2CUINS,,1,no,no,obj_type,Character Field Length = 10,10,10,-
E2CUINS,,1,no,no,class_type,3-Byte field,3,3,-
E2CUINS,,1,no,no,obj_key,Comment,50,50,-
E2CUINS,,1,no,no,obj_txt,Character field length 70,70,70,-
E2CUINS,,1,no,no,quantity,Char 15,15,15,-
E2CUINS,,1,no,no,author,Statement was Inferred,1,1,-
E2CUINS,,1,no,no,quantity_unit,Unit of Measure,3,3,-
E2CUINS,,1,no,no,complete,General Indicator,1,1,-
E2CUINS,,1,no,no,consistent,General Indicator,1,1,-
E2CUINS,,1,no,no,object_guid,GUID for TYPE_OF Statement of Instance,32,32,-
E2CUINS,,1,no,no,persist_id,Instance Number (Persistent),32,32,-
E2CUINS,,1,no,no,persist_id_type,Type of Instance Number (Persistent),1,1,-
E2CUPRT,,1,no,yes,landmark,landmark,7,7,-
E2CUPRT,,1,no,no,segnam,Segment (external name),23,23,-
E2CUPRT,,1,no,no,mandt,Client,3,3,-
E2CUPRT,,1,no,no,docnum,IDoc number,16,16,-
E2CUPRT,,1,no,no,segnum,Segment Number,6,6,-
E2CUPRT,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2CUPRT,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2CUPRT,,1,no,no,parent_id,Character field 8 characters long,8,8,-
E2CUPRT,,1,no,no,inst_id,Character field 8 characters long,8,8,-
E2CUPRT,,1,no,no,part_of_no,Not More Closely Defined Area Possibly Used for Patchlevels,4,4,-
E2CUPRT,,1,no,no,obj_type,Character Field Length = 10,10,10,-
E2CUPRT,,1,no,no,class_type,3-Byte field,3,3,-
E2CUPRT,,1,no,no,obj_key,Comment,50,50,-
E2CUPRT,,1,no,no,author,Statement was Inferred,1,1,-
E2CUPRT,,1,no,no,sales_relevant,Part is Sales-Relevant,1,1,-
E2CUPRT,,1,no,no,part_of_guid,GUID for PART_OF Statement for Instance,32,32,-
E2CUVAL,,1,no,yes,landmark,landmark,7,7,-
E2CUVAL,,1,no,no,segnam,Segment (external name),23,23,-
E2CUVAL,,1,no,no,mandt,Client,3,3,-
E2CUVAL,,1,no,no,docnum,IDoc number,16,16,-
E2CUVAL,,1,no,no,segnum,Segment Number,6,6,-
E2CUVAL,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2CUVAL,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2CUVAL,,1,no,no,inst_id,Character field 8 characters long,8,8,-
E2CUVAL,,1,no,no,charc,Character field of length 40,40,40,-
E2CUVAL,,1,no,no,charc_txt,Character field length 70,70,70,-
E2CUVAL,,1,no,no,value,Character field of length 40,40,40,-
E2CUVAL,,1,no,no,value_txt,Character field length 70,70,70,-
E2CUVAL,,1,no,no,author,Statement was Inferred,1,1,-
E2CUVAL,,1,no,no,value_to,Characteristic Value,40,40,-
E2CUVAL,,1,no,no,valcode,Value Type: Interval Limits - Single Values,1,1,-
E2CUBLB,,1,no,yes,landmark,landmark,7,7,-
E2CUBLB,,1,no,no,segnam,Segment (external name),23,23,-
E2CUBLB,,1,no,no,mandt,Client,3,3,-
E2CUBLB,,1,no,no,docnum,IDoc number,16,16,-
E2CUBLB,,1,no,no,segnum,Segment Number,6,6,-
E2CUBLB,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2CUBLB,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2CUBLB,,1,no,no,content,CU: Configuration BLOB (SCE),250,250,-
E2EDL37,,1,no,yes,landmark,landmark,7,7,-
E2EDL37,,1,no,no,segnam,Segment (external name),23,23,-
E2EDL37,,1,no,no,mandt,Client,3,3,-
E2EDL37,,1,no,no,docnum,IDoc number,16,16,-
E2EDL37,,1,no,no,segnum,Segment Number,6,6,-
E2EDL37,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDL37,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDL37,,1,no,no,exidv,External Handling Unit Identification,20,20,-
E2EDL37,,1,no,no,tarag,Tare weight of handling unit,17,17,-
E2EDL37,,1,no,no,gweit,Weight Unit Tare,3,3,-
E2EDL37,,1,no,no,brgew,Total Weight of Handling Unit,17,17,-
E2EDL37,,1,no,no,ntgew,Loading Weight of Handling Unit,17,17,-
E2EDL37,,1,no,no,magew,Allowed Loading Weight of a Handling Unit,17,17,-
E2EDL37,,1,no,no,gweim,Weight Unit,3,3,-
E2EDL37,,1,no,no,btvol,Total Volume of Handling Unit,17,17,-
E2EDL37,,1,no,no,ntvol,Loading Volume of Handling Unit,17,17,-
E2EDL37,,1,no,no,mavol,Allowed Loading Volume for Handling Unit,17,17,-
E2EDL37,,1,no,no,volem,Volume unit,3,3,-
E2EDL37,,1,no,no,tavol,Tare volume of handling unit,17,17,-
E2EDL37,,1,no,no,volet,Volume Unit Tare,3,3,-
E2EDL37,,1,no,no,vegr2,Handling Unit Group 2                     (Freely Definable),5,5,-
E2EDL37,,1,no,no,vegr1,Handling Unit Group 1                     (Freely Definable),5,5,-
E2EDL37,,1,no,no,vegr3,Handling Unit Group 3                     (Freely Definable),5,5,-
E2EDL37,,1,no,no,vhilm,Packaging Materials,18,18,-
E2EDL37,,1,no,no,vegr4,Handling Unit Group 4                     (Freely Definable),5,5,-
E2EDL37,,1,no,no,laeng,Length,15,15,-
E2EDL37,,1,no,no,vegr5,Handling Unit Group 5                     (Freely Definable),5,5,-
E2EDL37,,1,no,no,breit,Width,15,15,-
E2EDL37,,1,no,no,hoehe,Height,15,15,-
E2EDL37,,1,no,no,meabm,Unit of Dimension for Length/Width/Height,3,3,-
E2EDL37,,1,no,no,inhalt,Description of Handling Unit Content,40,40,-
E2EDL37,,1,no,no,vhart,Packaging Material Type,4,4,-
E2EDL37,,1,no,no,magrv,Material Group: Packaging Materials,4,4,-
E2EDL37,,1,no,no,ladlg,Lgth of loading platform in lgth of LdPlat measurement units,8,8,-
E2EDL37,,1,no,no,ladeh,Unit of measure to measure the length of loading platform,3,3,-
E2EDL37,,1,no,no,farzt,Travel Time,4,4,-
E2EDL37,,1,no,no,fareh,Unit of travel time,3,3,-
E2EDL37,,1,no,no,entfe,Distance Travelled,8,8,-
E2EDL37,,1,no,no,ehent,Unit of distance,3,3,-
E2EDL37,,1,no,no,veltp,Packaging Material Category,1,1,-
E2EDL37,,1,no,no,exidv2,Handling Unit's 2nd External Identification,20,20,-
E2EDL37,,1,no,no,landt,Country providing means of transport,3,3,-
E2EDL37,,1,no,no,landf,Driver's Nationality,3,3,-
E2EDL37,,1,no,no,namef,Driver name,35,35,-
E2EDL37,,1,no,no,nambe,Alternate Driver's Name,35,35,-
E2EDL37,,1,no,no,vhilm_ku,Material belonging to the customer,22,22,-
E2EDL37,,1,no,no,vebez,Description of Packaging Material,40,40,-
E2EDL37,,1,no,no,smgkn,SMG identification for material tag,1,1,-
E2EDL37,,1,no,no,kdmat35,Partner's (Customer's or Vendor's) Packaging Material,35,35,-
E2EDL37,,1,no,no,sortl,Sort field,10,10,-
E2EDL37,,1,no,no,ernam,Name of Person who Created the Object,12,12,-
E2EDL37,,1,no,no,gewfx,Weight and Volume Fixed,1,1,-
E2EDL37,,1,no,no,erlkz,Status (at this time without functionality),1,1,-
E2EDL37,,1,no,no,exida,Type of External Handling Unit Identifier,1,1,-
E2EDL37,,1,no,no,move_status,Handling unit status,4,4,-
E2EDL37,,1,no,no,packvorschr,Text string 22 characters,22,22,-
E2EDL37,,1,no,no,packvorschr_st,Single-Character Indicator,1,1,-
E2EDL37,,1,no,no,labeltyp,Indicator: do not print external shipping label,1,1,-
E2EDL37,,1,no,no,zul_aufl,17-Char. Field,17,17,-
E2EDL37,,1,no,no,vhilm_external,Shipping Material,40,40,-
E2EDL37,,1,no,no,vhilm_version,Version Number for Field VHILM,10,10,-
E2EDL37,,1,no,no,vhilm_guid,External GUID for Field VHILM,32,32,-
E2EDL39,,1,no,yes,landmark,landmark,7,7,-
E2EDL39,,1,no,no,segnam,Segment (external name),23,23,-
E2EDL39,,1,no,no,mandt,Client,3,3,-
E2EDL39,,1,no,no,docnum,IDoc number,16,16,-
E2EDL39,,1,no,no,segnum,Segment Number,6,6,-
E2EDL39,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDL39,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDL39,,1,no,no,qualf,Qualifier: Control (shipping unit),3,3,-
E2EDL39,,1,no,no,param,IDOC: Control Parameters,20,20,-
E2EDL38,,1,no,yes,landmark,landmark,7,7,-
E2EDL38,,1,no,no,segnam,Segment (external name),23,23,-
E2EDL38,,1,no,no,mandt,Client,3,3,-
E2EDL38,,1,no,no,docnum,IDoc number,16,16,-
E2EDL38,,1,no,no,segnum,Segment Number,6,6,-
E2EDL38,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDL38,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDL38,,1,no,no,vegr1_bez,Description of shipping unit 1,20,20,-
E2EDL38,,1,no,no,vegr2_bez,Description of shipping unit 2,20,20,-
E2EDL38,,1,no,no,vegr3_bez,Description of shipping unit 3,20,20,-
E2EDL38,,1,no,no,vegr4_bez,Description of shipping unit 4,20,20,-
E2EDL38,,1,no,no,vegr5_bez,Description of shipping unit 5,20,20,-
E2EDL38,,1,no,no,vhart_bez,Description of shipping material type,20,20,-
E2EDL38,,1,no,no,magrv_bez,Description of material grouping shipping material,20,20,-
E2EDL38,,1,no,no,vebez,Description of Packaging Material,40,40,-
E2EDL44,,1,no,yes,landmark,landmark,7,7,-
E2EDL44,,1,no,no,segnam,Segment (external name),23,23,-
E2EDL44,,1,no,no,mandt,Client,3,3,-
E2EDL44,,1,no,no,docnum,IDoc number,16,16,-
E2EDL44,,1,no,no,segnum,Segment Number,6,6,-
E2EDL44,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDL44,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDL44,,1,no,no,velin,Type of Handling-unit Item Content,1,1,-
E2EDL44,,1,no,no,vbeln,Sales and Distribution Document Number,10,10,-
E2EDL44,,1,no,no,posnr,Item number of the SD document,6,6,-
E2EDL44,,1,no,no,exidv,External Handling Unit Identification,20,20,-
E2EDL44,,1,no,no,vemng,Base Quantity Packed in the Handling Unit Item,17,17,-
E2EDL44,,1,no,no,vemeh,Base Unit of Measure of the Quantity to be Packed (VEMNG),3,3,-
E2EDL44,,1,no,no,matnr,Material Number,18,18,-
E2EDL44,,1,no,no,kdmat,Material belonging to the customer,35,35,-
E2EDL44,,1,no,no,charg,Batch Number,10,10,-
E2EDL44,,1,no,no,werks,Plant,4,4,-
E2EDL44,,1,no,no,lgort,Storage Location,4,4,-
E2EDL44,,1,no,no,cuobj,Configuration (internal object number),18,18,-
E2EDL44,,1,no,no,bestq,Stock Category in the Warehouse Management System,1,1,-
E2EDL44,,1,no,no,sobkz,Special Stock Indicator,1,1,-
E2EDL44,,1,no,no,sonum,Special Stock Number,16,16,-
E2EDL44,,1,no,no,anzsn,Number of serial numbers,11,11,-
E2EDL44,,1,no,no,wdatu,Date of Goods Receipt,8,8,-
E2EDL44,,1,no,no,parid,External partner number,35,35,-
E2EDL44,,1,no,no,matnr_external,Material Number,40,40,-
E2EDL44,,1,no,no,matnr_version,Version Number for MATNR Field,10,10,-
E2EDL44,,1,no,no,matnr_guid,External GUID for MATNR Field,32,32,-
E2EDL44,,1,no,no,kdmat_external,Customer Material,40,40,-
E2EDL44,,1,no,no,kdmat_version,Customer Material,10,10,-
E2EDL44,,1,no,no,kdmat_guid,Customer Material,32,32,-
E2EDS01,,1,no,yes,landmark,landmark,7,7,-
E2EDS01,,1,no,no,segnam,Segment (external name),23,23,-
E2EDS01,,1,no,no,mandt,Client,3,3,-
E2EDS01,,1,no,no,docnum,IDoc number,16,16,-
E2EDS01,,1,no,no,segnum,Segment Number,6,6,-
E2EDS01,,1,no,no,psgnum,Number of superior parent segment,6,6,-
E2EDS01,,1,no,no,hlevel,Hierarchy level of SAP segment,2,2,-
E2EDS01,,1,no,no,sumid,Qualifier for totals segment for shipping notification,3,3,-
E2EDS01,,1,no,no,summe,Total value of sum segment,18,18,-
E2EDS01,,1,no,no,sunit,Total value unit for totals segment in the shipping notif.,3,3,-
E2EDS01,,1,no,no,waerq,Currency,3,3,-
